2023-11-23 18:13:00|[background-preinit]|INFO |org.hibernate.validator.internal.util.Version-HV000001: Hibernate Validator 8.0.1.Final
2023-11-23 18:13:45|[http-nio-8087-exec-8]|INFO |com.harshi_solution.inventorymate.controllers.DashboardController-Redirecting to landing.html
2023-11-23 18:13:47|[http-nio-8087-exec-9]|INFO |com.harshi_solution.inventorymate.controllers.DashboardController-Inside getTotalOutstanding() on DashboardController
2023-11-23 18:13:49|[http-nio-8087-exec-10]|INFO |com.harshi_solution.inventorymate.controllers.DashboardController-Redirecting to landing.html
2023-11-23 18:13:53|[http-nio-8087-exec-1]|INFO |com.harshi_solution.inventorymate.controllers.WarehouseController-Inside showWarehouseList() on WarehouseController
2023-11-23 18:13:56|[http-nio-8087-exec-3]|INFO |com.harshi_solution.inventorymate.controllers.WarehouseController-Viewing warehouse details for Warehouse ID: 2
2023-11-23 18:13:58|[http-nio-8087-exec-2]|INFO |com.harshi_solution.inventorymate.controllers.DashboardController-Redirecting to landing.html
2023-11-23 18:14:00|[http-nio-8087-exec-4]|INFO |com.harshi_solution.inventorymate.controllers.RepsController-Displaying the list of representatives
2023-11-23 18:14:01|[http-nio-8087-exec-5]|INFO |com.harshi_solution.inventorymate.controllers.RepsController-Displaying representative details for representative with ID: 2
2023-11-23 18:14:03|[http-nio-8087-exec-6]|INFO |com.harshi_solution.inventorymate.controllers.OrderController-Displaying order details for order with ID: 26
2023-11-23 18:14:06|[http-nio-8087-exec-7]|INFO |com.harshi_solution.inventorymate.controllers.DashboardController-Redirecting to landing.html
